# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = Hypo2_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 200000
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.0001
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 200
# data
#   file = data_input_files/data_input.R
# init = 2 (Default)
# random
#   seed = 1436438995
# output
#   file = data_output_CV_advi_Hypo2/output_advi_Hypo2_2.csv
#   diagnostic_file = data_output_CV_advi_Hypo2/output_advi_diag_Hypo2_2.R
#   refresh = 1
lp__,p2,p1,p0,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,y.1,y.2,y.3,y.4,y.5,y.6,y.7,y.8,y.9,y.10,y.11,y.12,y.13,y.14,y.15,y.16,y.17,y.18,y.19,y.20,y.21,y.22,y.23,y.24,y.25,y.26,y.27,y.28,y.29,y.30,y.31,y.32,y.33,y.34,y.35,y.36,y.37,y.38,y.39,y.40,y.41,y.42,y.43,y.44,y.45,y.46,y.47,y.48,y.49,y.50,y.51,y.52,y.53,y.54,y.55,y.56,y.57,y.58,y.59,y.60,y.61,y.62,y.63,y.64,y.65,y.66,y.67,y.68,y.69,y.70,y.71,y.72,y.73,y.74,y.75,y.76,y.77,y.78,y.79,y.80,y.81,y.82,y.83,y.84,y.85,y.86,y.87,y.88,y.89,y.90,y.91,y.92,y.93,y.94,y.95,y.96,y.97,y.98,y.99,y.100,y.101,y.102
# Stepsize adaptation complete.
# eta = 1
0,5.02733,5.06208,4.81757,2.38025,-1.79363,-1.80193,-1.80752,-1.94063,-1.79708,-1.78734,-1.788,-1.78622,-1.78857,-1.91367,-1.97525,-1.79944,-1.90515,-1.7937,-1.78907,-1.79164,-1.79113,-1.84075,-1.85414,-1.78617,-1.82627,-2.0747,-1.83182,-2.03226,-2.14747,-1.95458,-1.79998,-1.78633,-1.78617,-1.92015,-2.36835,-2.24903,-1.79325,-2.23193,-1.79052,-1.89618,-1.78693,-2.22884,-1.95184,-1.83311,-2.10729,-1.88672,-2.14602,-1.8063,-1.78635,-1.8276,-1.8752,-1.78689,-1.89766,-1.79035,-1.85982,-1.83042,-2.61337,-1.79079,-1.80532,-1.82979,-1.78622,-1.78657,-1.80577,-1.79005,-1.80372,-1.87456,-1.787,-1.87344,-2.34743,-1.78957,-1.79574,-1.87158,-1.79491,-1.95861,-2.12894,-1.79047,-1.95525,-1.78648,-1.84152,-1.83695,-1.82514,-1.82828,-1.81671,-1.79162,-1.92028,-1.80789,-1.87107,-1.95965,-2.01356,-1.94193,-1.78907,-2.18892,-1.80352,-1.79215,-2.26547,-1.79706,-1.96324,-1.95155,-1.78665,-1.94304,-1.78733,-2.21979,-1.80266,-1.82148,-34.2817,-5.14994,105.19,100.675,96.2619,91.9516,87.7439,83.6387,79.6362,75.7362,71.9388,68.244,64.6518,61.1622,57.7752,54.4908,51.3089,48.2297,45.253,42.3789,39.6074,36.9385,34.3722,31.9085,29.5473,27.2888,25.1328,23.0794,21.1286,19.2804,17.5348,15.8918,14.3514,12.9135,11.5782,10.3456,9.21548,8.18798,7.26307,6.44074,5.72101,5.10386,4.5893,4.17733,3.86795,3.66116,3.55695,3.55533,3.6563,3.85986,4.166,4.57474,5.08606,5.69997,6.41647,7.23555,8.15722,9.18149,10.3083,11.5378,12.8698,14.3044,15.8416,17.4814,19.2238,21.0687,23.0163,25.0664,27.2192,29.4745,31.8324,34.2929,36.856,39.5216,42.2899,45.1607,48.1342,51.2102,54.3888,57.67,61.0538,64.5402,68.1291,71.8207,75.6148,79.5115,83.5109,87.6128,91.8172,96.1243,100.534,105.046,109.661,114.379,119.199,124.121,129.146,134.274,139.504,144.837,150.273,155.811,155.811,216.174
0,5.025,4.95439,5.09949,2.41466,-1.89566,-1.91921,-1.93175,-2.1642,-1.90046,-1.83161,-1.82789,-1.8391,-1.86365,-1.82356,-2.19262,-1.8071,-2.08383,-1.81128,-1.81833,-1.8667,-1.81301,-1.96785,-1.80707,-1.83237,-1.80123,-2.28659,-1.94156,-2.22445,-1.98823,-1.86207,-1.80191,-1.81935,-1.82383,-2.05631,-2.17275,-2.08305,-1.84859,-2.07606,-1.8387,-1.84038,-1.82357,-2.40447,-2.0704,-1.90865,-1.9998,-1.97837,-2.03601,-1.8595,-1.80787,-1.88897,-1.95088,-1.81427,-1.97397,-1.82243,-1.92197,-1.88183,-2.47619,-1.81968,-1.80518,-1.82041,-1.8033,-1.80194,-1.80741,-1.81332,-1.83255,-1.91481,-1.80546,-1.90909,-2.29556,-1.80118,-1.80518,-1.89835,-1.81339,-1.95383,-2.15033,-1.80623,-1.97084,-1.80098,-1.85447,-1.84845,-1.83581,-1.84572,-1.83518,-1.80867,-1.91606,-1.81506,-1.9001,-1.94386,-1.98925,-1.92284,-1.80061,-2.13564,-1.83302,-1.80099,-2.19062,-1.8276,-1.9226,-1.91054,-1.80956,-1.89888,-1.80267,-2.11935,-1.80197,-1.8775,-34.4209,-4.61185,105.952,101.428,97.0069,92.688,88.4715,84.3577,80.3463,76.4375,72.6313,68.9276,65.3264,61.8277,58.4316,55.1381,51.9471,48.8586,45.8727,42.9893,40.2084,37.5301,34.9543,32.4811,30.1104,27.8423,25.6767,23.6136,21.6531,19.7951,18.0396,16.3867,14.8364,13.3885,12.0432,10.8005,9.66029,8.62263,7.6875,6.85492,6.12488,5.49738,4.97242,4.55,4.23011,4.01277,3.89797,3.88572,3.976,4.16882,4.46418,4.86208,5.36253,5.96551,6.67104,7.4791,8.38971,9.40285,10.5185,11.7368,13.0575,14.4808,16.0067,17.6351,19.366,21.1995,23.1355,25.174,27.3151,29.5588,31.9049,34.3536,36.9049,39.5587,42.315,45.1739,48.1353,51.1993,54.3658,57.6348,61.0064,64.4805,68.0572,71.7364,75.5181,79.4024,83.3892,87.4786,91.6705,95.9649,100.362,104.861,109.463,114.168,118.975,123.885,128.897,134.012,139.229,144.549,149.971,155.496,155.496,215.726
0,5.01564,4.99577,4.751,2.43505,-1.81479,-1.82245,-1.82791,-1.95365,-1.81885,-1.81015,-1.8107,-1.80897,-1.8114,-1.92892,-1.99257,-1.82067,-1.92596,-1.81522,-1.8111,-1.81516,-1.81276,-1.86448,-1.87007,-1.80908,-1.84421,-2.09306,-1.85595,-2.0518,-2.1451,-1.96385,-1.82051,-1.80895,-1.80904,-1.94127,-2.35713,-2.24483,-1.81639,-2.23051,-1.81342,-1.91302,-1.80969,-2.23134,-1.966,-1.85263,-2.12018,-1.90175,-2.16066,-1.82597,-1.80946,-1.84415,-1.88662,-1.80905,-1.90496,-1.81094,-1.86894,-1.84253,-2.64332,-1.81051,-1.83585,-1.86427,-1.81067,-1.81205,-1.83964,-1.80931,-1.81631,-1.86862,-1.80933,-1.86503,-2.4285,-1.82214,-1.83343,-1.85808,-1.8095,-2.03583,-2.05746,-1.80907,-1.91217,-1.81328,-1.82914,-1.82551,-1.81848,-1.89871,-1.88387,-1.84101,-1.86998,-1.80976,-1.97212,-1.88946,-1.92348,-1.87332,-1.81589,-2.03872,-1.8842,-1.81445,-2.08123,-1.87746,-1.86982,-1.86093,-1.84751,-1.85203,-1.8317,-2.01488,-1.81374,-1.95653,-35.1325,-4.1674,105.163,100.653,96.2445,91.9387,87.7352,83.6341,79.6354,75.739,71.9449,68.2532,64.6638,61.1768,57.7922,54.5099,51.3299,48.2523,45.277,42.4041,39.6335,36.9653,34.3995,31.936,29.5748,27.316,25.1595,23.1054,21.1536,19.3042,17.5571,15.9124,14.3701,12.93,11.5924,10.3571,9.22409,8.19346,7.26519,6.43927,5.7157,5.09448,4.57561,4.15908,3.84491,3.63309,3.52361,3.51649,3.61171,3.80929,4.10921,4.51148,5.01611,5.62308,6.3324,7.14407,8.05809,9.07446,10.1932,11.4143,12.7377,14.1634,15.6916,17.322,19.0548,20.89,22.8275,24.8674,27.0096,29.2542,31.6011,34.0504,36.602,39.2559,42.0122,44.8709,47.8319,50.8953,54.061,57.329,60.6995,64.1722,67.7473,71.4248,75.2046,79.0867,83.0713,87.1581,91.3473,95.6389,100.033,104.529,109.128,113.829,118.632,123.538,128.546,133.656,138.869,144.184,149.601,155.121,155.121,215.289
0,5.02236,5.07737,5.05925,2.72867,-1.93018,-1.93763,-1.94279,-2.05129,-1.93452,-1.92288,-1.92305,-1.92295,-1.92716,-2.0049,-2.08734,-1.92805,-2.03172,-1.92481,-1.92299,-1.93234,-1.92349,-1.98017,-1.95903,-1.92459,-1.94107,-2.18198,-1.9748,-2.14892,-2.15359,-2.02076,-1.92596,-1.92399,-1.92549,-2.05835,-2.30191,-2.21733,-1.93842,-2.20362,-1.93507,-1.97812,-1.92904,-2.32721,-2.09198,-1.98328,-2.11346,-2.03493,-2.13843,-1.95636,-1.92502,-1.97948,-2.02605,-1.93004,-2.04757,-1.93692,-2.01252,-1.98364,-2.45541,-1.93796,-1.92596,-1.93663,-1.92601,-1.92495,-1.92602,-1.93709,-1.95553,-2.02829,-1.93104,-2.02733,-2.26832,-1.92297,-1.92315,-2.02553,-1.94442,-2.01085,-2.25458,-1.93778,-2.10229,-1.92929,-1.99557,-1.99083,-1.97858,-1.93606,-1.9307,-1.92276,-2.06876,-1.95917,-1.95979,-2.10309,-2.1501,-2.08646,-1.9342,-2.29827,-1.92593,-1.93852,-2.36001,-1.92394,-2.10171,-2.09084,-1.92397,-2.08212,-1.92963,-2.31522,-1.94941,-1.93568,-26.1518,-4.61231,105.232,100.723,96.316,92.012,87.8105,83.7114,79.7149,75.8208,72.0292,68.3402,64.7535,61.2694,57.8878,54.6087,51.432,48.3578,45.3861,42.5169,39.7502,37.086,34.5243,32.065,29.7083,27.454,25.3022,23.2529,21.3061,19.4617,17.7199,16.0805,14.5437,13.1093,11.7774,10.548,9.42106,8.39662,7.47467,6.65521,5.93823,5.32375,4.81174,4.40223,4.0952,3.89066,3.7886,3.78904,3.89195,4.09736,4.40525,4.81563,5.3285,5.94385,6.66169,7.48201,8.40483,9.43013,10.5579,11.7882,13.1209,14.5562,16.0939,17.7341,19.4769,21.322,23.2697,25.3199,27.4725,29.7277,32.0853,34.5454,37.108,39.7731,42.5407,45.4108,48.3833,51.4583,54.6359,57.9159,61.2984,64.7833,68.3708,72.0608,75.8532,79.7481,83.7456,87.8455,92.0479,96.3527,100.76,105.27,109.882,114.597,119.414,124.334,129.356,134.481,139.709,145.038,150.47,156.005,156.005,216.329
0,5.01401,5.0013,4.97896,2.32188,-1.77797,-1.79068,-1.79915,-1.96344,-1.78559,-1.76154,-1.76138,-1.76331,-1.77255,-1.85684,-2.0156,-1.76472,-1.93333,-1.76204,-1.76138,-1.78105,-1.76137,-1.85482,-1.80144,-1.76667,-1.7801,-2.14511,-1.84448,-2.09566,-2.05975,-1.88424,-1.76385,-1.76449,-1.76699,-1.95966,-2.26873,-2.15555,-1.78554,-2.14043,-1.77981,-1.83557,-1.77045,-2.32102,-1.99409,-1.84333,-2.0294,-1.91121,-2.06838,-1.80338,-1.76322,-1.83178,-1.89172,-1.76796,-1.9167,-1.77491,-1.8679,-1.82994,-2.55016,-1.77385,-1.77173,-1.79249,-1.76201,-1.76145,-1.77416,-1.76972,-1.7872,-1.86824,-1.76374,-1.86325,-2.33086,-1.76379,-1.77004,-1.85337,-1.77061,-1.94515,-2.11373,-1.7646,-1.92754,-1.76132,-1.80961,-1.8036,-1.79124,-1.82085,-1.80839,-1.7752,-1.86962,-1.77139,-1.88667,-1.89608,-1.94133,-1.87372,-1.76167,-2.08789,-1.8094,-1.76141,-2.13994,-1.80408,-1.86784,-1.85524,-1.78065,-1.84226,-1.76976,-2.05517,-1.76137,-1.8752,-37.6238,-4.55798,105.323,100.814,96.4085,92.1048,87.9034,83.8044,79.8076,75.9132,72.1211,68.4313,64.8438,61.3587,57.9758,54.6953,51.5171,48.4412,45.4676,42.5964,39.8274,37.1608,34.5965,32.1345,29.7748,27.5175,25.3624,23.3097,21.3593,19.5112,17.7654,16.122,14.5808,13.142,11.8055,10.5713,9.43939,8.40983,7.48258,6.65765,5.93504,5.31474,4.79676,4.38109,4.06774,3.85671,3.74799,3.74159,3.83751,4.03574,4.33629,4.73916,5.24434,5.85184,6.56165,7.37378,8.28823,9.305,10.4241,11.6455,12.9692,14.3952,15.9236,17.5542,19.2872,21.1225,23.0601,25.1,27.2423,29.4868,31.8337,34.2829,36.8344,39.4882,42.2444,45.1029,48.0636,51.1267,54.2921,57.5598,60.9299,64.4022,67.9769,71.6539,75.4332,79.3148,83.2988,87.385,91.5736,95.8645,100.258,104.753,109.351,114.051,118.854,123.758,128.766,133.875,139.087,144.401,149.817,155.336,155.336,215.491
0,5.04632,5.15853,4.77101,2.53649,-1.85409,-1.85977,-1.86343,-1.96969,-1.85511,-1.85324,-1.85452,-1.85126,-1.8499,-1.98624,-1.98818,-1.87094,-1.93087,-1.86454,-1.8582,-1.85046,-1.86173,-1.88038,-1.9336,-1.85136,-1.9045,-2.05909,-1.87336,-2.02489,-2.22327,-2.03654,-1.87448,-1.85326,-1.85146,-1.93826,-2.42949,-2.31646,-1.85095,-2.29813,-1.85012,-1.97383,-1.8499,-2.19297,-1.96868,-1.87788,-2.16973,-1.92018,-2.20167,-1.86072,-1.85129,-1.87759,-1.9164,-1.84976,-1.93759,-1.85189,-1.90882,-1.88532,-2.5882,-1.85346,-1.86652,-1.88676,-1.84972,-1.8498,-1.86351,-1.85554,-1.87101,-1.94239,-1.85295,-1.94631,-2.29233,-1.84988,-1.85178,-1.95559,-1.87034,-1.95808,-2.22772,-1.86717,-2.06258,-1.85931,-1.94385,-1.94147,-1.92937,-1.85783,-1.85283,-1.85172,-2.06481,-1.9197,-1.86964,-2.13009,-2.20079,-2.12209,-1.89336,-2.42789,-1.85202,-1.91286,-2.54745,-1.85869,-2.20364,-2.19666,-1.88724,-2.20269,-1.91859,-2.58219,-1.98395,-1.85571,-27.8145,-6.0934,105.136,100.612,96.1898,91.871,87.6552,83.5423,79.5325,75.6256,71.8217,68.1208,64.5228,61.0278,57.6358,54.3468,51.1607,48.0776,45.0975,42.2204,39.4463,36.7751,34.2069,31.7416,29.3794,27.1201,24.9638,22.9105,20.9601,19.1128,17.3684,15.7269,14.1885,12.753,11.4205,10.191,9.06447,8.0409,7.1203,6.30268,5.58804,4.97637,4.46768,4.06196,3.75922,3.55946,3.46267,3.46885,3.57801,3.79015,4.10526,4.52335,5.04441,5.66845,6.39547,7.22546,8.15842,9.19436,10.3333,11.5752,12.92,14.3679,15.9187,17.5725,19.3293,21.189,23.1517,25.2174,27.3861,29.6577,32.0324,34.51,37.0905,39.7741,42.5606,45.4501,48.4426,51.538,54.7365,58.0379,61.4423,64.9496,68.5599,72.2732,76.0895,80.0088,84.031,88.1562,92.3844,96.7156,101.15,105.687,110.327,115.07,119.916,124.865,129.917,135.072,140.33,145.691,151.155,156.722,156.722,217.39
0,5.01306,4.91157,4.31475,2.33667,-1.77077,-1.77675,-1.7811,-1.90227,-1.77292,-1.77256,-1.77395,-1.76972,-1.76783,-1.92916,-1.93073,-1.79256,-1.86366,-1.78496,-1.77756,-1.76854,-1.78193,-1.80334,-1.86789,-1.76991,-1.83465,-2.00812,-1.79287,-1.96496,-2.22438,-2.00188,-1.80308,-1.77486,-1.77236,-1.85559,-2.50118,-2.36856,-1.76766,-2.35806,-1.76824,-1.95483,-1.7725,-2.0997,-1.86349,-1.78022,-2.24335,-1.81044,-2.30235,-1.76808,-1.78802,-1.7733,-1.79568,-1.78047,-1.80561,-1.77468,-1.78255,-1.77071,-2.95668,-1.77754,-1.86677,-1.92103,-1.80485,-1.81184,-1.88133,-1.78622,-1.7726,-1.77613,-1.80256,-1.77385,-2.75034,-1.85392,-1.88316,-1.77032,-1.79231,-2.23233,-1.8775,-1.80945,-1.78752,-1.83834,-1.77033,-1.77236,-1.77845,-2.03922,-2.01483,-1.92894,-1.76923,-1.80399,-2.1838,-1.77237,-1.78266,-1.76863,-1.8724,-1.83518,-2.04737,-1.87245,-1.85439,-2.04371,-1.76767,-1.76812,-1.98583,-1.77009,-1.94935,-1.80794,-1.88879,-2.22918,-41.3904,-3.42502,105.083,100.567,96.1528,91.8409,87.6314,83.5242,79.5192,75.6166,71.8162,68.1182,64.5224,61.0289,57.6378,54.3489,51.1624,48.0781,45.0961,42.2164,39.439,36.764,34.1912,31.7207,29.3525,27.0866,24.923,22.8617,20.9027,19.046,17.2916,15.6394,14.0896,12.6421,11.2969,10.054,8.91332,7.87499,6.93895,6.10521,5.37377,4.74462,4.21777,3.79322,3.47096,3.251,3.13334,3.11797,3.2049,3.39413,3.68565,4.07947,4.57559,5.17401,5.87472,6.67773,7.58303,8.59063,9.70053,10.9127,12.2272,13.644,15.1631,16.7845,18.5082,20.3341,22.2624,24.293,26.4259,28.661,30.9985,33.4382,35.9803,38.6246,41.3713,44.2202,47.1715,50.225,53.3809,56.639,59.9994,63.4621,67.0272,70.6945,74.4641,78.336,82.3102,86.3867,90.5655,94.8466,99.23,103.716,108.304,112.994,117.787,122.681,127.679,132.778,137.98,143.284,148.69,154.199,154.199,214.254
0,5.04006,5.12721,4.58567,2.02439,-1.62454,-1.62806,-1.63129,-1.76293,-1.62519,-1.64219,-1.64543,-1.63571,-1.62583,-1.89408,-1.79262,-1.68073,-1.71559,-1.6669,-1.65276,-1.62457,-1.66033,-1.65211,-1.79638,-1.63472,-1.74309,-1.89667,-1.64421,-1.84822,-2.29145,-1.97539,-1.68583,-1.64001,-1.63493,-1.72749,-2.63565,-2.44854,-1.62427,-2.41916,-1.62499,-1.86905,-1.62922,-2.08617,-1.76647,-1.64813,-2.20951,-1.70018,-2.26586,-1.62952,-1.63609,-1.6464,-1.69306,-1.62717,-1.71925,-1.62424,-1.68148,-1.65309,-2.93379,-1.62427,-1.67829,-1.72195,-1.62975,-1.63152,-1.67389,-1.62454,-1.63503,-1.71483,-1.62432,-1.71766,-2.46881,-1.63488,-1.64549,-1.72457,-1.6318,-1.88148,-2.07793,-1.62866,-1.85193,-1.6246,-1.70219,-1.69826,-1.68372,-1.67476,-1.65813,-1.62789,-1.8376,-1.66822,-1.71482,-1.91224,-2,-1.89656,-1.64034,-2.28879,-1.63064,-1.65369,-2.43524,-1.62512,-1.97641,-1.96416,-1.63137,-1.96442,-1.65128,-2.44297,-1.70734,-1.63014,-44.6391,-7.25131,104.951,100.43,96.0108,91.6948,87.4817,83.3715,79.364,75.4595,71.6578,67.9589,64.3629,60.8697,57.4794,54.1919,51.0073,47.9255,44.9466,42.0705,39.2973,36.6269,34.0593,31.5946,29.2328,26.9738,24.8177,22.7644,20.8139,18.9663,17.2216,15.5796,14.0406,12.6044,11.271,10.0405,8.91283,7.88801,6.96604,6.14692,5.43064,4.81722,4.30664,3.8989,3.59402,3.39199,3.2928,3.29646,3.40297,3.61232,3.92453,4.33958,4.85748,5.47823,6.20182,7.02827,7.95756,8.9897,10.1247,11.3625,12.7032,14.1467,15.6931,17.3423,19.0944,20.9493,22.9071,24.9677,27.1312,29.3975,31.7667,34.2387,36.8136,39.4913,42.2718,45.1552,48.1415,51.2306,54.4225,57.7173,61.115,64.6155,68.2188,71.925,75.734,79.6459,83.6606,87.7782,91.9986,96.3219,100.748,105.277,109.909,114.643,119.481,124.421,129.465,134.611,139.86,145.211,150.666,156.223,156.223,216.791
