# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = Hypo2_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 200000
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.0001
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 400
# data
#   file = data_input_files/data_input.R
# init = 2 (Default)
# random
#   seed = 1436442963
# output
#   file = data_output_CV_advi_Hypo2/output_advi_Hypo2_4.csv
#   diagnostic_file = data_output_CV_advi_Hypo2/output_advi_diag_Hypo2_4.R
#   refresh = 1
lp__,p2,p1,p0,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,y.1,y.2,y.3,y.4,y.5,y.6,y.7,y.8,y.9,y.10,y.11,y.12,y.13,y.14,y.15,y.16,y.17,y.18,y.19,y.20,y.21,y.22,y.23,y.24,y.25,y.26,y.27,y.28,y.29,y.30,y.31,y.32,y.33,y.34,y.35,y.36,y.37,y.38,y.39,y.40,y.41,y.42,y.43,y.44,y.45,y.46,y.47,y.48,y.49,y.50,y.51,y.52,y.53,y.54,y.55,y.56,y.57,y.58,y.59,y.60,y.61,y.62,y.63,y.64,y.65,y.66,y.67,y.68,y.69,y.70,y.71,y.72,y.73,y.74,y.75,y.76,y.77,y.78,y.79,y.80,y.81,y.82,y.83,y.84,y.85,y.86,y.87,y.88,y.89,y.90,y.91,y.92,y.93,y.94,y.95,y.96,y.97,y.98,y.99,y.100,y.101,y.102
# Stepsize adaptation complete.
# eta = 10
0,5.03456,5.06993,4.80417,2.32585,-1.7793,-1.79046,-1.79716,-1.95269,-1.78219,-1.76306,-1.76329,-1.76331,-1.76865,-1.88032,-1.98062,-1.77264,-1.90104,-1.7682,-1.7646,-1.77117,-1.76653,-1.826,-1.82869,-1.76325,-1.80169,-2.0733,-1.81365,-2.02621,-2.13609,-1.93651,-1.77688,-1.76317,-1.76306,-1.90368,-2.37316,-2.249,-1.77023,-2.23257,-1.76728,-1.88022,-1.76367,-2.2218,-1.93334,-1.8104,-2.10442,-1.86546,-2.14563,-1.78279,-1.7634,-1.8045,-1.85348,-1.76357,-1.87684,-1.76689,-1.83801,-1.80784,-2.63561,-1.76749,-1.78383,-1.80963,-1.76314,-1.76352,-1.78369,-1.76714,-1.78169,-1.85664,-1.76407,-1.85645,-2.34454,-1.76603,-1.7719,-1.85676,-1.77382,-1.93594,-2.13449,-1.76924,-1.951,-1.7641,-1.82863,-1.8242,-1.8115,-1.79933,-1.78795,-1.76585,-1.9222,-1.79425,-1.83634,-1.97049,-2.03238,-1.95374,-1.77113,-2.23366,-1.77232,-1.77737,-2.32709,-1.76691,-1.99093,-1.97935,-1.76381,-1.97347,-1.7713,-2.29878,-1.79987,-1.7798,-35.0668,-5.62985,105.319,100.797,96.3775,92.061,87.8473,83.7363,79.728,75.8225,72.0197,68.3197,64.7224,61.2278,57.8359,54.5468,51.3605,48.2768,45.2959,42.4178,39.6423,36.9696,34.3997,31.9325,29.568,27.3062,25.1472,23.0909,21.1374,19.2866,17.5385,15.8932,14.3506,12.9107,11.5736,10.3392,9.20753,8.1786,7.25242,6.42897,5.70825,5.09028,4.57503,4.16253,3.85275,3.64572,3.54142,3.53985,3.64103,3.84493,4.15158,4.56095,5.07307,5.68792,6.4055,7.22583,8.14888,9.17468,10.3032,11.5345,12.8685,14.3052,15.8447,17.4869,19.2318,21.0795,23.0299,25.0831,27.239,29.4976,31.8589,34.323,36.8899,39.5594,42.3317,45.2068,48.1845,51.265,54.4483,57.7343,61.123,64.6144,68.2086,71.9055,75.7052,79.6076,83.6127,87.7206,91.9312,96.2445,100.661,105.179,109.801,114.525,119.352,124.282,129.314,134.45,139.688,145.028,150.472,156.018,156.018,216.468
0,5.06071,5.07842,4.66031,2.12935,-1.76151,-1.78216,-1.79062,-2.04228,-1.74978,-1.68656,-1.68282,-1.68885,-1.70534,-1.75774,-2.02136,-1.67595,-1.89747,-1.6751,-1.67486,-1.69619,-1.67526,-1.77127,-1.73662,-1.67654,-1.71234,-2.06476,-1.74089,-1.99653,-2.11642,-1.88317,-1.69274,-1.67526,-1.67479,-1.82942,-2.43659,-2.28968,-1.67926,-2.2782,-1.67639,-1.84056,-1.67481,-2.16805,-1.84405,-1.71346,-2.1381,-1.76827,-2.19396,-1.68635,-1.67934,-1.70545,-1.75362,-1.67526,-1.77747,-1.67516,-1.73801,-1.70864,-2.81289,-1.6755,-1.71566,-1.75278,-1.67763,-1.67896,-1.71316,-1.67584,-1.6878,-1.7656,-1.67478,-1.76843,-2.41086,-1.68148,-1.68961,-1.77635,-1.68501,-1.88889,-2.1117,-1.68205,-1.90234,-1.67666,-1.76011,-1.75727,-1.74364,-1.70755,-1.6944,-1.67517,-1.9043,-1.73337,-1.73269,-1.9869,-2.0772,-1.97834,-1.70679,-2.37501,-1.67487,-1.72882,-2.53857,-1.67711,-2.0918,-2.0847,-1.70398,-2.09681,-1.74048,-2.60622,-1.82226,-1.67651,-39.1306,-7.57774,105.786,101.239,96.7948,92.4541,88.2167,84.0826,80.0517,76.1241,72.2997,68.5787,64.9609,61.4463,58.0351,54.7271,51.5224,48.4209,45.4227,42.5278,39.7362,37.0478,34.4627,31.9809,29.6023,27.327,25.155,23.0862,21.1207,19.2585,17.4995,15.8438,14.2914,12.8423,11.4964,10.2538,9.11447,8.0784,7.14561,6.31608,5.58982,4.96683,4.4471,4.03065,3.71747,3.50756,3.40091,3.39754,3.49743,3.7006,4.00703,4.41673,4.9297,5.54594,6.26545,7.08823,8.01428,9.0436,10.1762,11.412,12.7512,14.1936,15.7392,17.3882,19.1404,20.9958,22.9546,25.0166,27.1819,29.4504,31.8222,34.2973,36.8757,39.5573,42.3422,45.2304,48.2218,51.3165,54.5145,57.8157,61.2202,64.728,68.3391,72.0534,75.871,79.7918,83.8159,87.9433,92.174,96.5079,100.945,105.486,110.129,114.876,119.727,124.68,129.737,134.897,140.16,145.527,150.997,156.57,156.57,217.316
0,5.04613,4.99081,5.3022,2.49237,-2.03882,-2.06698,-2.07911,-2.35854,-2.02839,-1.92402,-1.91523,-1.93076,-1.96395,-1.83317,-2.34826,-1.86703,-2.21667,-1.87278,-1.88367,-1.95022,-1.87199,-2.06694,-1.83222,-1.89747,-1.83507,-2.39905,-2.02484,-2.32726,-1.95405,-1.86167,-1.84283,-1.87138,-1.87683,-2.13669,-2.1138,-2.03997,-1.90531,-2.03614,-1.89239,-1.85129,-1.87287,-2.48334,-2.14233,-1.97049,-1.97612,-2.0453,-2.0061,-1.91549,-1.85088,-1.9493,-2.01734,-1.86073,-2.0434,-1.87237,-1.98877,-1.94474,-2.37369,-1.87063,-1.83218,-1.8373,-1.84614,-1.84331,-1.83227,-1.86554,-1.89401,-1.99634,-1.85418,-1.99379,-2.18759,-1.83614,-1.8328,-1.99024,-1.87533,-1.90959,-2.29137,-1.86514,-2.09413,-1.85098,-1.95111,-1.94511,-1.92838,-1.83759,-1.83406,-1.83508,-2.05836,-1.90399,-1.85459,-2.1109,-2.17702,-2.0928,-1.8672,-2.38501,-1.83236,-1.87871,-2.48057,-1.83435,-2.13565,-2.12381,-1.84983,-2.11895,-1.86947,-2.45969,-1.9158,-1.83227,-29.6504,-5.6728,106.501,101.96,97.5213,93.1858,88.9532,84.8236,80.797,76.8733,73.0526,69.3349,65.7201,62.2084,58.7996,55.4937,52.2909,49.191,46.1941,43.3001,40.5092,37.8212,35.2361,32.7541,30.375,28.0989,25.9257,23.8556,21.8884,20.0242,18.2629,16.6046,15.0493,13.597,12.2476,11.0012,9.85778,8.81732,7.87984,7.04533,6.3138,5.68523,5.15964,4.73701,4.41736,4.20068,4.08697,4.07624,4.16847,4.36368,4.66186,5.06301,5.56713,6.17423,6.88429,7.69733,8.61334,9.63232,10.7543,11.9792,13.3071,14.738,16.2718,17.9086,19.6484,21.4911,23.4369,25.4856,27.6372,29.8919,32.2495,34.7101,37.2736,39.9402,42.7097,45.5821,48.5576,51.636,54.8174,58.1017,61.4891,64.9794,68.5726,72.2689,76.0681,79.9703,83.9754,88.0836,92.2947,96.6087,101.026,105.546,110.169,114.895,119.724,124.656,129.69,134.828,140.069,145.413,150.86,156.409,156.409,216.908
0,5.03039,5.02773,5.15863,2.39612,-1.86035,-1.88091,-1.89224,-2.10491,-1.86582,-1.80971,-1.80716,-1.81586,-1.83603,-1.83179,-2.13794,-1.79433,-2.03754,-1.79688,-1.80179,-1.84147,-1.79844,-1.93403,-1.80647,-1.81404,-1.7964,-2.24296,-1.91397,-2.18603,-2.00842,-1.86919,-1.79296,-1.80598,-1.81018,-2.03207,-2.19455,-2.09871,-1.83488,-2.08785,-1.82681,-1.83777,-1.81352,-2.39471,-2.06112,-1.90017,-1.99685,-1.97346,-2.03003,-1.85465,-1.80133,-1.88747,-1.95343,-1.80978,-1.98108,-1.82022,-1.92953,-1.88776,-2.44138,-1.81997,-1.7945,-1.80539,-1.80013,-1.79811,-1.79495,-1.81645,-1.84235,-1.94137,-1.80678,-1.93873,-2.22376,-1.79362,-1.79291,-1.93411,-1.82442,-1.9006,-2.23521,-1.81477,-2.03367,-1.80278,-1.89194,-1.88547,-1.86905,-1.80828,-1.80176,-1.79281,-1.988,-1.84298,-1.83789,-2.03337,-2.09533,-2.01183,-1.80952,-2.29077,-1.79593,-1.81577,-2.37355,-1.79367,-2.03471,-2.02088,-1.79539,-2.01056,-1.80429,-2.32132,-1.83293,-1.80582,-33.0425,-5.38127,105.78,101.258,96.8384,92.5217,88.3076,84.1962,80.1874,76.2813,72.4778,68.777,65.1788,61.6833,58.2904,55.0002,51.8126,48.7277,45.7454,42.8658,40.0888,37.4145,34.8429,32.3738,30.0075,27.7438,25.5827,23.5243,21.5685,19.7154,17.9649,16.3171,14.772,13.3295,11.9896,10.7524,9.61784,8.58593,7.65667,6.83007,6.10611,5.4848,4.96615,4.55015,4.23679,4.02609,3.91804,3.91264,4.00989,4.20979,4.51234,4.91754,5.42539,6.03589,6.74904,7.56485,8.4833,9.50441,10.6282,11.8546,13.1836,14.6153,16.1497,17.7867,19.5264,21.3687,23.3136,25.3612,27.5115,29.7644,32.12,34.5782,37.139,39.8026,42.5687,45.4375,48.409,51.4831,54.6599,57.9393,61.3214,64.8061,68.3935,72.0835,75.8762,79.7715,83.7695,87.8701,92.0733,96.3793,100.788,105.299,109.913,114.629,119.449,124.37,129.395,134.522,139.752,145.084,150.519,156.057,156.057,216.419
0,5.01813,5.0169,4.44828,2.37076,-1.78275,-1.78241,-1.7836,-1.86466,-1.78215,-1.80169,-1.8038,-1.79468,-1.7849,-1.99327,-1.89542,-1.82837,-1.8436,-1.8164,-1.80508,-1.78264,-1.81,-1.80151,-1.90949,-1.79012,-1.86945,-1.98038,-1.79672,-1.94565,-2.26817,-2.03784,-1.82698,-1.79368,-1.79004,-1.85697,-2.52231,-2.38685,-1.78226,-2.36838,-1.78301,-1.96649,-1.78688,-2.10763,-1.87855,-1.79623,-2.22932,-1.82959,-2.2775,-1.78375,-1.79602,-1.79212,-1.81975,-1.78848,-1.83373,-1.78412,-1.8083,-1.79196,-2.83664,-1.78434,-1.84762,-1.88989,-1.79878,-1.8025,-1.85205,-1.78611,-1.78218,-1.81072,-1.7926,-1.80873,-2.57062,-1.82086,-1.83907,-1.80493,-1.78474,-2.10057,-1.974,-1.7896,-1.84868,-1.8015,-1.78792,-1.78615,-1.7832,-1.92267,-1.90271,-1.84413,-1.81825,-1.78322,-2.00926,-1.83553,-1.8653,-1.82316,-1.80254,-1.97278,-1.89532,-1.799,-2.01631,-1.8844,-1.82374,-1.81674,-1.84405,-1.81025,-1.82191,-1.96122,-1.79492,-1.97127,-37.4163,-4.18963,104.817,100.306,95.8976,91.5916,87.3879,83.2867,79.2878,75.3913,71.5973,67.9056,64.3164,60.8295,57.4451,54.163,50.9834,47.9061,44.9313,42.0588,39.2888,36.6211,34.0559,31.593,29.2326,26.9745,24.8189,22.7656,20.8148,18.9663,17.2203,15.5766,14.0354,12.5965,11.2601,10.026,8.89437,7.86513,6.93828,6.11383,5.39179,4.77214,4.2549,3.84005,3.52761,3.31756,3.20992,3.20467,3.30183,3.50139,3.80334,4.2077,4.71446,5.32361,6.03517,6.84913,7.76549,8.78425,9.9054,11.129,12.4549,13.8833,15.414,17.0472,18.7828,20.6207,22.5611,24.6038,26.749,28.9966,31.3465,33.7989,36.3537,39.0108,41.7704,44.6323,47.5967,50.6635,53.8326,57.1042,60.4782,63.9545,67.5333,71.2145,74.998,78.884,82.8724,86.9631,91.1563,95.4519,99.8498,104.35,108.953,113.658,118.466,123.376,128.388,133.503,138.72,144.04,149.462,154.986,154.986,215.202
0,5.01383,5.10448,4.84568,1.9995,-1.61844,-1.61264,-1.61184,-1.70312,-1.61308,-1.6499,-1.65157,-1.63527,-1.61794,-1.92139,-1.76537,-1.67829,-1.69907,-1.65751,-1.64059,-1.61198,-1.64406,-1.64698,-1.76904,-1.61748,-1.71141,-1.93297,-1.64639,-1.88871,-2.21387,-1.90881,-1.64892,-1.61606,-1.61337,-1.76723,-2.50757,-2.32528,-1.61658,-2.28937,-1.6147,-1.78585,-1.61203,-2.21316,-1.83334,-1.67267,-2.07894,-1.74953,-2.12778,-1.63973,-1.61212,-1.67162,-1.74093,-1.6133,-1.77592,-1.6193,-1.72327,-1.68079,-2.75522,-1.62101,-1.63405,-1.66561,-1.61189,-1.61187,-1.63358,-1.62073,-1.64362,-1.75237,-1.61497,-1.75115,-2.36906,-1.61413,-1.62084,-1.74836,-1.62946,-1.83594,-2.12665,-1.6215,-1.87083,-1.61348,-1.70062,-1.69319,-1.67481,-1.66455,-1.64969,-1.61758,-1.81149,-1.64601,-1.72688,-1.86374,-1.93895,-1.83482,-1.61603,-2.18001,-1.6377,-1.61924,-2.27705,-1.63017,-1.84934,-1.83072,-1.61394,-1.81397,-1.61209,-2.1833,-1.62668,-1.67848,-48.1293,-6.07007,104.669,100.171,95.776,91.4829,87.2921,83.2036,79.2175,75.3336,71.5521,67.8729,64.296,60.8214,57.4491,54.1792,51.0115,47.9462,44.9831,42.1224,39.364,36.7079,34.1542,31.7027,29.3535,27.1067,24.9622,22.92,20.9801,19.1425,17.4072,15.7742,14.2436,12.8153,11.4892,10.2655,9.14412,8.12504,7.20826,6.3938,5.68165,5.07182,4.5643,4.15909,3.85619,3.65561,3.55733,3.56137,3.66773,3.87639,4.18737,4.60067,5.11627,5.73419,6.45442,7.27696,8.20181,9.22898,10.3585,11.5903,12.9244,14.3608,15.8995,17.5406,19.2839,21.1296,23.0776,25.1279,27.2805,29.5354,31.8926,34.3522,36.914,39.5782,42.3447,45.2135,48.1846,51.258,54.4337,57.7118,61.0921,64.5748,68.1598,71.8471,75.6367,79.5286,83.5229,87.6194,91.8183,96.1195,100.523,105.029,109.637,114.347,119.16,124.075,129.092,134.212,139.434,144.758,150.185,155.714,155.714,215.971
0,5.05864,4.94151,4.67024,2.27496,-1.96697,-1.99379,-2.00208,-2.31276,-1.93579,-1.82103,-1.80941,-1.82215,-1.85237,-1.75156,-2.25025,-1.75691,-2.09703,-1.75878,-1.7656,-1.81965,-1.75496,-1.92292,-1.75107,-1.76901,-1.74418,-2.23763,-1.86838,-2.15478,-2.0047,-1.84513,-1.74153,-1.74659,-1.74842,-1.94934,-2.27753,-2.16812,-1.76025,-2.16976,-1.75213,-1.84145,-1.74368,-2.24954,-1.93167,-1.79456,-2.09349,-1.84677,-2.14984,-1.75821,-1.74226,-1.7756,-1.81981,-1.74095,-1.83669,-1.74148,-1.79676,-1.76944,-2.75344,-1.74108,-1.78321,-1.82054,-1.74658,-1.74904,-1.78815,-1.74096,-1.74501,-1.79608,-1.74311,-1.79396,-2.48682,-1.76103,-1.77465,-1.79117,-1.74116,-2.00752,-2.02278,-1.74106,-1.8631,-1.74458,-1.76889,-1.76589,-1.75786,-1.82475,-1.8064,-1.76294,-1.8397,-1.74861,-1.87695,-1.88127,-1.93517,-1.86903,-1.74093,-2.12026,-1.77412,-1.74256,-2.21448,-1.76083,-1.91148,-1.9033,-1.7426,-1.90251,-1.74174,-2.2135,-1.76013,-1.77569,-37.1928,-5.73572,106.429,101.87,97.414,93.0615,88.8122,84.6661,80.6232,76.6836,72.8472,69.1141,65.4841,61.9574,58.5339,55.2137,51.9966,48.8828,45.8723,42.9649,40.1608,37.4599,34.8622,32.3678,29.9766,27.6886,25.5038,23.4223,21.444,19.5689,17.797,16.1284,14.563,13.1008,11.7419,10.4862,9.33369,8.28442,7.33839,6.49558,5.75599,5.11964,4.58651,4.15661,3.82994,3.60649,3.48627,3.46928,3.55551,3.74497,4.03766,4.43357,4.93272,5.53509,6.24068,7.04951,7.96156,8.97683,10.0953,11.3171,12.642,14.0702,15.6016,17.2363,18.9741,20.8152,22.7595,24.8071,26.9579,29.2119,31.5691,34.0296,36.5932,39.2602,42.0303,44.9037,47.8802,50.9601,54.1431,57.4294,60.8189,64.3116,67.9076,71.6067,75.4092,79.3148,83.3237,87.4357,91.6511,95.9696,100.391,104.916,109.545,114.276,119.111,124.049,129.09,134.234,139.482,144.833,150.287,155.844,155.844,216.43
0,5.05504,4.97846,5.21378,2.25094,-2.04949,-2.0843,-2.09696,-2.46227,-2.02154,-1.87607,-1.86165,-1.88095,-1.92357,-1.73028,-2.41543,-1.78616,-2.23964,-1.79165,-1.80504,-1.89043,-1.7871,-2.0346,-1.7307,-1.81654,-1.73494,-2.43635,-1.971,-2.34145,-1.87908,-1.76684,-1.74272,-1.7764,-1.7822,-2.09424,-2.08654,-1.99601,-1.81281,-1.99407,-1.79627,-1.7589,-1.77276,-2.49607,-2.08689,-1.88339,-1.92526,-1.9692,-1.96551,-1.81766,-1.74634,-1.85525,-1.93316,-1.75604,-1.96238,-1.76808,-1.89854,-1.84807,-2.44158,-1.76575,-1.73132,-1.74203,-1.74063,-1.73798,-1.73187,-1.76033,-1.79109,-1.90678,-1.7488,-1.9044,-2.20303,-1.73211,-1.73029,-1.90195,-1.77222,-1.84094,-2.25811,-1.76199,-2.02686,-1.74735,-1.86106,-1.85483,-1.83613,-1.73997,-1.73437,-1.73233,-1.99391,-1.81148,-1.7613,-2.06175,-2.14363,-2.04342,-1.77158,-2.40429,-1.7305,-1.78797,-2.53097,-1.73352,-2.11115,-2.09896,-1.7554,-2.09811,-1.783,-2.53165,-1.8463,-1.73043,-35.5701,-6.65736,106.698,102.146,97.6974,93.352,89.1098,84.9708,80.9349,77.0022,73.1726,69.4462,65.8229,62.3028,58.8859,55.572,52.3614,49.2539,46.2495,43.3483,40.5503,37.8554,35.2637,32.7751,30.3897,28.1074,25.9283,23.8523,21.8795,20.0099,18.2434,16.58,15.0198,13.5628,12.2089,10.9581,9.81055,8.76612,7.82485,6.98672,6.25176,5.61994,5.09128,4.66577,4.34342,4.12422,4.00817,3.99528,4.08554,4.27895,4.57552,4.97524,5.47811,6.08414,6.79332,7.60565,8.52114,9.53979,10.6616,11.8865,13.2146,14.6459,16.1803,17.8179,19.5586,21.4025,23.3495,25.3997,27.553,29.8095,32.1691,34.6319,37.1978,39.8669,42.6392,45.5146,48.4932,51.5749,54.7597,58.0478,61.4389,64.9333,68.5308,72.2314,76.0352,79.9421,83.9522,88.0655,92.2819,96.6014,101.024,105.55,110.179,114.911,119.747,124.685,129.727,134.871,140.119,145.47,150.925,156.482,156.482,217.066
