# stan_version_major = 2
# stan_version_minor = 17
# stan_version_patch = 1
# model = Hypo3_model
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 200000
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.0001
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 200
# data
#   file = data_input_files/data_input.R
# init = 2 (Default)
# random
#   seed = 1436476524
# output
#   file = data_output_CV_advi_Hypo3/output_advi_Hypo3_2.csv
#   diagnostic_file = data_output_CV_advi_Hypo3/output_advi_diag_Hypo3_2.R
#   refresh = 1
lp__,p2,p1,p0,sigma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99,log_lik.100,log_lik.101,log_lik.102,y.1,y.2,y.3,y.4,y.5,y.6,y.7,y.8,y.9,y.10,y.11,y.12,y.13,y.14,y.15,y.16,y.17,y.18,y.19,y.20,y.21,y.22,y.23,y.24,y.25,y.26,y.27,y.28,y.29,y.30,y.31,y.32,y.33,y.34,y.35,y.36,y.37,y.38,y.39,y.40,y.41,y.42,y.43,y.44,y.45,y.46,y.47,y.48,y.49,y.50,y.51,y.52,y.53,y.54,y.55,y.56,y.57,y.58,y.59,y.60,y.61,y.62,y.63,y.64,y.65,y.66,y.67,y.68,y.69,y.70,y.71,y.72,y.73,y.74,y.75,y.76,y.77,y.78,y.79,y.80,y.81,y.82,y.83,y.84,y.85,y.86,y.87,y.88,y.89,y.90,y.91,y.92,y.93,y.94,y.95,y.96,y.97,y.98,y.99,y.100,y.101,y.102
# Stepsize adaptation complete.
# eta = 1
0,-14.9814,-15.0017,-14.9957,268.83,-7.73009,-7.62724,-7.53144,-7.43815,-7.36001,-7.28488,-7.2131,-7.14593,-7.08344,-7.03165,-6.96935,-6.92755,-6.87818,-6.84215,-6.80471,-6.76975,-6.74034,-6.71014,-6.68885,-6.66434,-6.64547,-6.62297,-6.60894,-6.59342,-6.58628,-6.57426,-6.56339,-6.55469,-6.5475,-6.54033,-6.53833,-6.53355,-6.52803,-6.52654,-6.52261,-6.52124,-6.51907,-6.51705,-6.51641,-6.51587,-6.51604,-6.51485,-6.51529,-6.51453,-6.51455,-6.5144,-6.51442,-6.51478,-6.51481,-6.51542,-6.51578,-6.51655,-6.51893,-6.51891,-6.5208,-6.52293,-6.52502,-6.52802,-6.53192,-6.53572,-6.54061,-6.54607,-6.55398,-6.56112,-6.57499,-6.58286,-6.59546,-6.60743,-6.62436,-6.64546,-6.65885,-6.68471,-6.70685,-6.73748,-6.76598,-6.79948,-6.83647,-6.881,-6.92486,-6.9718,-7.01852,-7.07784,-7.14524,-7.2013,-7.27156,-7.34949,-7.43768,-7.51607,-7.62488,-7.7226,-7.81868,-7.9508,-8.06269,-8.19392,-8.34331,-8.48096,-8.64686,-8.79629,-8.98616,-9.18094,-9.34277,-11.5628,-314.523,-301.058,-287.899,-275.046,-262.499,-250.257,-238.321,-226.691,-215.366,-204.347,-193.634,-183.227,-173.125,-163.329,-153.838,-144.654,-135.775,-127.202,-118.934,-110.973,-103.317,-95.9662,-88.9216,-82.1827,-75.7495,-69.6221,-63.8003,-58.2842,-53.0739,-48.1693,-43.5704,-39.2772,-35.2897,-31.6079,-28.2318,-25.1615,-22.3968,-19.9379,-17.7847,-15.9372,-14.3954,-13.1593,-12.2289,-11.6043,-11.2853,-11.2721,-11.5646,-12.1627,-13.0666,-14.2763,-15.7916,-17.6126,-19.7394,-22.1718,-24.91,-27.9539,-31.3035,-34.9588,-38.9198,-43.1866,-47.759,-52.6372,-57.821,-63.3106,-69.1059,-75.2069,-81.6137,-88.3261,-95.3442,-102.668,-110.298,-118.233,-126.474,-135.021,-143.873,-153.031,-162.495,-172.265,-182.34,-192.721,-203.408,-214.4,-225.698,-237.302,-249.211,-261.427,-273.948,-286.774,-299.907,-313.345,-327.089,-341.138,-355.493,-370.154,-385.121,-400.393,-415.971,-431.855,-448.045,-464.54,-464.54,-644.337
0,-15.0435,-14.9763,-15.05,313.313,-7.56958,-7.49328,-7.4222,-7.35299,-7.295,-7.23924,-7.18597,-7.13613,-7.08976,-7.05131,-7.00509,-6.97405,-6.93742,-6.91066,-6.88286,-6.85691,-6.83507,-6.81265,-6.79683,-6.77864,-6.76461,-6.74792,-6.73749,-6.72596,-6.72064,-6.7117,-6.70363,-6.69716,-6.69181,-6.68649,-6.68499,-6.68144,-6.67733,-6.67621,-6.67329,-6.67227,-6.67066,-6.66915,-6.66867,-6.66827,-6.66839,-6.66751,-6.66783,-6.66727,-6.66728,-6.66717,-6.66718,-6.66744,-6.66747,-6.66792,-6.66818,-6.66876,-6.6705,-6.67049,-6.67189,-6.67346,-6.675,-6.67722,-6.68009,-6.6829,-6.68652,-6.69055,-6.69639,-6.70167,-6.71191,-6.71773,-6.72704,-6.73589,-6.7484,-6.76399,-6.7739,-6.79301,-6.80938,-6.83202,-6.8531,-6.87787,-6.90521,-6.93814,-6.97057,-7.00529,-7.03985,-7.08372,-7.13356,-7.17504,-7.22701,-7.28465,-7.34988,-7.40789,-7.48836,-7.56066,-7.63176,-7.72947,-7.81228,-7.90937,-8.01987,-8.12174,-8.24448,-8.35507,-8.49554,-8.63965,-8.75907,-10.4024,-316.256,-302.727,-289.505,-276.589,-263.981,-251.68,-239.685,-227.998,-216.618,-205.544,-194.778,-184.319,-174.166,-164.321,-154.782,-145.551,-136.626,-128.009,-119.698,-111.694,-103.998,-96.6083,-89.5256,-82.7499,-76.2812,-70.1195,-64.2648,-58.717,-53.4763,-48.5425,-43.9156,-39.5958,-35.5829,-31.877,-28.4781,-25.3862,-22.6013,-20.1233,-17.9523,-16.0883,-14.5313,-13.2812,-12.3381,-11.702,-11.3729,-11.3508,-11.6356,-12.2274,-13.1262,-14.332,-15.8447,-17.6645,-19.7912,-22.2249,-24.9656,-28.0132,-31.3678,-35.0294,-38.998,-43.2736,-47.8561,-52.7456,-57.9421,-63.4456,-69.2561,-75.3735,-81.7979,-88.5293,-95.5677,-102.913,-110.565,-118.525,-126.791,-135.364,-144.244,-153.432,-162.926,-172.727,-182.835,-193.25,-203.972,-215.002,-226.338,-237.981,-249.931,-262.188,-274.752,-287.623,-300.801,-314.286,-328.077,-342.176,-356.582,-371.295,-386.315,-401.642,-417.275,-433.216,-449.464,-466.019,-466.019,-646.473
0,-14.9801,-14.9619,-15.0024,272.437,-7.71237,-7.61218,-7.51884,-7.42795,-7.35182,-7.27862,-7.20868,-7.14323,-7.08235,-7.03188,-6.97117,-6.93044,-6.88233,-6.84722,-6.81073,-6.77666,-6.748,-6.71856,-6.69781,-6.67392,-6.65552,-6.6336,-6.61992,-6.60478,-6.59782,-6.5861,-6.5755,-6.56702,-6.56,-6.55301,-6.55106,-6.5464,-6.54101,-6.53955,-6.53571,-6.53438,-6.53226,-6.53029,-6.52966,-6.52914,-6.5293,-6.52814,-6.52857,-6.52783,-6.52785,-6.5277,-6.52771,-6.52806,-6.5281,-6.52869,-6.52903,-6.52979,-6.5321,-6.53208,-6.53392,-6.53598,-6.53802,-6.54094,-6.54472,-6.54842,-6.55318,-6.55849,-6.56618,-6.57313,-6.58662,-6.59427,-6.60653,-6.61817,-6.63464,-6.65516,-6.66818,-6.69334,-6.71487,-6.74467,-6.7724,-6.80499,-6.84096,-6.88429,-6.92696,-6.97263,-7.01808,-7.07579,-7.14138,-7.19592,-7.26427,-7.34009,-7.42591,-7.50217,-7.60805,-7.70314,-7.79662,-7.92518,-8.03405,-8.16174,-8.30711,-8.44105,-8.60249,-8.74789,-8.93265,-9.1222,-9.27972,-11.4401,-314.694,-301.227,-288.066,-275.21,-262.66,-250.415,-238.476,-226.843,-215.516,-204.494,-193.778,-183.368,-173.263,-163.464,-153.971,-144.783,-135.901,-127.325,-119.054,-111.089,-103.43,-96.0763,-89.0285,-82.2863,-75.8498,-69.719,-63.8939,-58.3745,-53.1607,-48.2526,-43.6503,-39.3536,-35.3625,-31.6772,-28.2976,-25.2236,-22.4553,-19.9927,-17.8358,-15.9846,-14.439,-13.1992,-12.265,-11.6365,-11.3137,-11.2966,-11.5851,-12.1794,-13.0793,-14.2849,-15.7962,-17.6132,-19.7359,-22.1642,-24.8983,-27.938,-31.2834,-34.9345,-38.8912,-43.1537,-47.7218,-52.5957,-57.7752,-63.2604,-69.0512,-75.1478,-81.55,-88.258,-95.2716,-102.591,-110.216,-118.147,-126.383,-134.925,-143.773,-152.926,-162.385,-172.15,-182.22,-192.596,-203.278,-214.266,-225.559,-237.158,-249.062,-261.273,-273.789,-286.61,-299.737,-313.17,-326.909,-340.953,-355.304,-369.959,-384.921,-400.188,-415.76,-431.639,-447.823,-464.313,-464.313,-644.055
0,-14.9045,-14.9915,-15.0303,291.625,-7.61961,-7.53297,-7.45225,-7.37364,-7.30783,-7.24455,-7.18408,-7.12749,-7.07485,-7.03124,-6.97873,-6.94354,-6.90194,-6.87161,-6.84007,-6.81062,-6.78586,-6.76041,-6.7425,-6.72185,-6.70596,-6.687,-6.67519,-6.66211,-6.65612,-6.64599,-6.63684,-6.62951,-6.62345,-6.61741,-6.61575,-6.61172,-6.60706,-6.60581,-6.60249,-6.60134,-6.59951,-6.59781,-6.59727,-6.59682,-6.59697,-6.59596,-6.59634,-6.59569,-6.59571,-6.59559,-6.5956,-6.59591,-6.59594,-6.59646,-6.59676,-6.59742,-6.59944,-6.59942,-6.60102,-6.60283,-6.6046,-6.60715,-6.61045,-6.61367,-6.61781,-6.62243,-6.62913,-6.63517,-6.64691,-6.65355,-6.66422,-6.67433,-6.68865,-6.70649,-6.71779,-6.73966,-6.75836,-6.78425,-6.80833,-6.83664,-6.86789,-6.90552,-6.94257,-6.98222,-7.02166,-7.07177,-7.12872,-7.17604,-7.23536,-7.30118,-7.37567,-7.44183,-7.53375,-7.61625,-7.69734,-7.80893,-7.90337,-8.01416,-8.1403,-8.25648,-8.39656,-8.52265,-8.68297,-8.84743,-8.98452,-10.8576,-312.686,-299.297,-286.213,-273.432,-260.956,-248.784,-236.916,-225.352,-214.092,-203.137,-192.485,-182.138,-172.095,-162.356,-152.921,-143.79,-134.964,-126.441,-118.223,-110.309,-102.699,-95.3931,-88.3914,-81.6938,-75.3004,-69.2111,-63.4259,-57.9449,-52.7681,-47.8954,-43.3268,-39.0624,-35.1021,-31.446,-28.094,-25.0461,-22.3024,-19.8628,-17.7274,-15.8961,-14.369,-13.146,-12.2271,-11.6124,-11.3019,-11.2955,-11.5932,-12.195,-13.1011,-14.3112,-15.8255,-17.6439,-19.7665,-22.1932,-24.9241,-27.9591,-31.2983,-34.9416,-38.889,-43.1406,-47.6963,-52.5562,-57.7202,-63.1884,-68.9607,-75.0371,-81.4177,-88.1024,-95.0913,-102.384,-109.981,-117.883,-126.088,-134.598,-143.412,-152.529,-161.951,-171.678,-181.708,-192.042,-202.681,-213.624,-224.871,-236.422,-248.277,-260.436,-272.899,-285.667,-298.739,-312.115,-325.795,-339.779,-354.067,-368.66,-383.556,-398.757,-414.262,-430.071,-446.184,-462.601,-462.601,-641.543
0,-14.9408,-15.0848,-14.9824,280.8,-7.66443,-7.57075,-7.48348,-7.3985,-7.32735,-7.25893,-7.19356,-7.1324,-7.0755,-7.02836,-6.97161,-6.93358,-6.88862,-6.85585,-6.82176,-6.78995,-6.76319,-6.73571,-6.71635,-6.69405,-6.67689,-6.65642,-6.64367,-6.62955,-6.62308,-6.61215,-6.60227,-6.59437,-6.58784,-6.58133,-6.57953,-6.57519,-6.57017,-6.56882,-6.56525,-6.56402,-6.56205,-6.56022,-6.55964,-6.55916,-6.55931,-6.55824,-6.55864,-6.55795,-6.55797,-6.55784,-6.55785,-6.55818,-6.55822,-6.55878,-6.55911,-6.55982,-6.562,-6.56198,-6.56372,-6.56567,-6.56759,-6.57035,-6.57392,-6.57741,-6.5819,-6.5869,-6.59415,-6.6007,-6.61341,-6.62061,-6.63216,-6.64312,-6.65864,-6.67796,-6.69021,-6.7139,-6.73416,-6.76221,-6.7883,-6.81896,-6.85281,-6.89358,-6.93372,-6.97667,-7.01941,-7.07369,-7.13537,-7.18665,-7.25092,-7.32221,-7.40289,-7.47458,-7.57413,-7.6635,-7.75136,-7.87221,-7.97453,-8.09453,-8.23115,-8.35701,-8.50873,-8.64534,-8.81897,-8.99708,-9.14526,-11.1744,-313.078,-299.662,-286.551,-273.746,-261.245,-249.049,-237.158,-225.571,-214.29,-203.314,-192.642,-182.275,-172.214,-162.457,-153.005,-143.857,-135.015,-126.478,-118.245,-110.317,-102.695,-95.3768,-88.3639,-81.6557,-75.2525,-69.1542,-63.3607,-57.8721,-52.6884,-47.8096,-43.2357,-38.9666,-35.0025,-31.3432,-27.9888,-24.9393,-22.1946,-19.7549,-17.62,-15.79,-14.2649,-13.0447,-12.1293,-11.5189,-11.2133,-11.2126,-11.5168,-12.1259,-13.0398,-14.2587,-15.7824,-17.611,-19.7445,-22.1829,-24.9261,-27.9742,-31.3273,-34.9852,-38.9479,-43.2156,-47.7882,-52.6656,-57.8479,-63.3351,-69.1272,-75.2241,-81.626,-88.3327,-95.3443,-102.661,-110.282,-118.208,-126.44,-134.976,-143.817,-152.962,-162.413,-172.169,-182.229,-192.594,-203.265,-214.24,-225.52,-237.104,-248.994,-261.189,-273.688,-286.493,-299.602,-313.016,-326.735,-340.759,-355.088,-369.721,-384.66,-399.904,-415.452,-431.305,-447.463,-463.926,-463.926,-643.36
0,-15.0117,-14.9363,-14.9323,308.848,-7.57838,-7.50012,-7.4272,-7.35621,-7.29672,-7.23953,-7.1849,-7.13377,-7.08621,-7.04677,-6.99935,-6.96752,-6.92994,-6.9025,-6.87399,-6.84738,-6.82498,-6.80198,-6.78576,-6.7671,-6.75272,-6.73559,-6.7249,-6.71308,-6.70763,-6.69847,-6.69019,-6.68356,-6.67807,-6.67261,-6.67109,-6.66744,-6.66324,-6.66209,-6.6591,-6.65805,-6.6564,-6.65486,-6.65437,-6.65396,-6.65408,-6.65318,-6.65351,-6.65293,-6.65295,-6.65283,-6.65284,-6.65311,-6.65314,-6.6536,-6.65386,-6.65445,-6.65624,-6.65623,-6.65765,-6.65926,-6.66084,-6.66311,-6.66605,-6.66893,-6.67263,-6.67676,-6.68275,-6.68815,-6.69865,-6.70461,-6.71415,-6.72322,-6.73604,-6.75203,-6.76217,-6.78177,-6.79854,-6.82176,-6.84337,-6.86876,-6.8968,-6.93056,-6.96382,-6.99941,-7.03484,-7.07982,-7.13094,-7.17347,-7.22675,-7.28587,-7.35277,-7.41223,-7.49477,-7.56891,-7.64182,-7.74204,-7.82695,-7.92652,-8.03987,-8.14433,-8.27021,-8.38362,-8.5277,-8.67551,-8.79819,-10.4834,-315.542,-302.041,-288.846,-275.957,-263.374,-251.098,-239.129,-227.465,-216.108,-205.057,-194.313,-183.875,-173.743,-163.917,-154.398,-145.186,-136.279,-127.679,-119.385,-111.398,-103.716,-96.3417,-89.2732,-82.511,-76.0552,-69.9057,-64.0625,-58.5256,-53.2951,-48.3709,-43.7531,-39.4415,-35.4363,-31.7375,-28.3449,-25.2587,-22.4788,-20.0053,-17.838,-15.9771,-14.4226,-13.1743,-12.2324,-11.5968,-11.2676,-11.2446,-11.528,-12.1178,-13.0138,-14.2162,-15.725,-17.54,-19.6614,-22.0891,-24.8231,-27.8635,-31.2102,-34.8632,-38.8226,-43.0883,-47.6603,-52.5386,-57.7233,-63.2143,-69.0116,-75.1153,-81.5253,-88.2416,-95.2643,-102.593,-110.229,-118.17,-126.418,-134.972,-143.833,-153,-162.473,-172.253,-182.339,-192.731,-203.43,-214.435,-225.746,-237.363,-249.287,-261.518,-274.054,-286.897,-300.046,-313.502,-327.264,-341.332,-355.707,-370.387,-385.375,-400.668,-416.268,-432.174,-448.387,-464.906,-464.906,-644.97
0,-15.035,-14.9713,-14.8809,262.42,-7.77453,-7.66591,-7.56472,-7.4662,-7.38364,-7.30428,-7.22845,-7.1575,-7.0915,-7.03677,-6.97099,-6.92681,-6.87467,-6.8366,-6.79703,-6.76011,-6.72904,-6.69713,-6.67463,-6.64874,-6.62879,-6.60504,-6.59021,-6.57381,-6.56625,-6.55355,-6.54207,-6.53288,-6.52528,-6.51771,-6.51559,-6.51054,-6.50471,-6.50312,-6.49898,-6.49753,-6.49524,-6.49312,-6.49244,-6.49187,-6.49204,-6.49079,-6.49125,-6.49046,-6.49048,-6.49032,-6.49033,-6.4907,-6.49074,-6.49137,-6.49174,-6.49256,-6.49503,-6.49502,-6.49699,-6.49922,-6.50141,-6.50456,-6.50864,-6.51263,-6.51776,-6.52349,-6.5318,-6.5393,-6.55386,-6.56213,-6.57538,-6.58796,-6.60576,-6.62794,-6.64203,-6.66923,-6.69252,-6.72474,-6.75474,-6.78999,-6.82891,-6.87578,-6.92195,-6.97136,-7.02056,-7.083,-7.15397,-7.21302,-7.287,-7.36907,-7.46194,-7.54451,-7.65909,-7.76203,-7.86326,-8.00239,-8.1203,-8.25854,-8.41589,-8.56094,-8.7357,-8.89318,-9.0932,-9.29842,-9.46854,-11.8086,-315.898,-302.377,-289.163,-276.255,-263.655,-251.361,-239.373,-227.693,-216.32,-205.253,-194.493,-184.04,-173.893,-164.054,-154.521,-145.295,-136.376,-127.764,-119.458,-111.46,-103.768,-96.3828,-89.3045,-82.533,-76.0684,-69.9105,-64.0594,-58.5152,-53.2777,-48.3471,-43.7232,-39.4062,-35.396,-31.6926,-28.2959,-25.2061,-22.4231,-19.9469,-17.7775,-15.9149,-14.3591,-13.1101,-12.1679,-11.5325,-11.204,-11.1822,-11.4672,-12.0591,-12.9577,-14.1632,-15.6754,-17.4945,-19.6203,-22.053,-24.7925,-27.8387,-31.1918,-34.8517,-38.8184,-43.0919,-47.6722,-52.5593,-57.7532,-63.2539,-69.0614,-75.1757,-81.5968,-88.3248,-95.3595,-102.701,-110.349,-118.305,-126.566,-135.135,-144.011,-153.193,-162.682,-172.478,-182.581,-192.991,-203.707,-214.73,-226.06,-237.697,-249.641,-261.891,-274.448,-287.312,-300.483,-313.961,-327.745,-341.836,-356.234,-370.939,-385.951,-401.269,-416.895,-432.827,-449.066,-465.611,-465.611,-645.967
0,-14.9755,-14.9597,-15.1085,248.289,-7.86149,-7.74089,-7.62853,-7.51913,-7.42748,-7.33937,-7.25518,-7.17639,-7.1031,-7.04235,-6.96926,-6.92023,-6.86231,-6.82004,-6.7761,-6.73508,-6.70057,-6.66513,-6.64014,-6.61138,-6.58922,-6.56281,-6.54634,-6.52811,-6.51972,-6.5056,-6.49283,-6.48261,-6.47415,-6.46573,-6.46338,-6.45776,-6.45126,-6.4495,-6.44487,-6.44326,-6.4407,-6.43832,-6.43756,-6.43693,-6.43712,-6.43572,-6.43624,-6.43534,-6.43536,-6.43518,-6.4352,-6.43562,-6.43567,-6.43638,-6.4368,-6.43772,-6.4405,-6.44048,-6.4427,-6.4452,-6.44765,-6.45118,-6.45575,-6.46021,-6.46594,-6.47234,-6.48162,-6.48999,-6.50624,-6.51546,-6.53023,-6.54425,-6.56409,-6.58881,-6.60449,-6.63479,-6.66072,-6.69661,-6.73,-6.76924,-6.81256,-6.86474,-6.91611,-6.97109,-7.02581,-7.09529,-7.17426,-7.23991,-7.3222,-7.41348,-7.51679,-7.6086,-7.73606,-7.85052,-7.96305,-8.11781,-8.24887,-8.40257,-8.57755,-8.73878,-8.93311,-9.10812,-9.33052,-9.55868,-9.74832,-12.3485,-314.696,-301.234,-288.076,-275.225,-262.679,-250.438,-238.503,-226.874,-215.55,-204.532,-193.819,-183.413,-173.311,-163.515,-154.025,-144.841,-135.962,-127.388,-119.12,-111.158,-103.502,-96.1505,-89.1051,-82.3652,-75.931,-69.8023,-63.9792,-58.4617,-53.2498,-48.3435,-43.7428,-39.4476,-35.4581,-31.7741,-28.3958,-25.323,-22.5558,-20.0942,-17.9382,-16.0878,-14.543,-13.3037,-12.3701,-11.7421,-11.4196,-11.4027,-11.6914,-12.2858,-13.1857,-14.3912,-15.9022,-17.7189,-19.8412,-22.269,-25.0025,-28.0415,-31.3861,-35.0364,-38.9922,-43.2536,-47.8206,-52.6931,-57.8713,-63.3551,-69.1444,-75.2394,-81.6399,-88.346,-95.3577,-102.675,-110.298,-118.226,-126.46,-135,-143.845,-152.996,-162.453,-172.215,-182.282,-192.656,-203.334,-214.319,-225.609,-237.204,-249.105,-261.312,-273.825,-286.642,-299.766,-313.195,-326.93,-340.97,-355.316,-369.967,-384.925,-400.187,-415.755,-431.629,-447.809,-464.294,-464.294,-643.983
