method = variational
  variational
    algorithm = meanfield (Default)
      meanfield
    iter = 200000
    grad_samples = 1 (Default)
    elbo_samples = 100 (Default)
    eta = 1 (Default)
    adapt
      engaged = 1 (Default)
      iter = 50 (Default)
    tol_rel_obj = 0.0001
    eval_elbo = 100 (Default)
    output_samples = 1000 (Default)
id = 400
data
  file = data_input_files/data_input.R
init = 2 (Default)
random
  seed = 1436518579
output
  file = data_output_CV_advi_Hypo4/output_advi_Hypo4_4.csv
  diagnostic_file = data_output_CV_advi_Hypo4/output_advi_diag_Hypo4_4.R
  refresh = 1

------------------------------------------------------------
EXPERIMENTAL ALGORITHM:
  This procedure has not been thoroughly tested and may be unstable
  or buggy. The interface is subject to change.
------------------------------------------------------------



Gradient evaluation took 1.9e-05 seconds
1000 transitions using 10 leapfrog steps per transition would take 0.19 seconds.
Adjust your expectations accordingly!


Begin eta adaptation.
Iteration:   1 / 250 [  0%]  (Adaptation)
Iteration:  50 / 250 [ 20%]  (Adaptation)
Iteration: 100 / 250 [ 40%]  (Adaptation)
Iteration: 150 / 250 [ 60%]  (Adaptation)
Iteration: 200 / 250 [ 80%]  (Adaptation)
Success! Found best value [eta = 1] earlier than expected.

Begin stochastic gradient ascent.
  iter             ELBO   delta_ELBO_mean   delta_ELBO_med   notes 
   100         -608.173             1.000            1.000
   200         -420.649             0.723            1.000
   300         -390.496             0.508            0.446
   400         -388.587             0.382            0.446
   500         -390.405             0.307            0.077
   600         -390.239             0.256            0.077
   700         -388.644             0.220            0.005
   800         -390.252             0.193            0.005
   900         -388.238             0.172            0.005
  1000         -388.331             0.155            0.005
  1100         -391.055             0.141            0.005
  1200         -388.735             0.130            0.005
  1300         -389.141             0.120            0.005
  1400         -388.479             0.112            0.005
  1500         -389.015             0.104            0.005
  1600         -388.950             0.098            0.005
  1700         -388.071             0.092            0.004
  1800         -387.622             0.087            0.004
  1900         -390.192             0.083            0.004
  2000         -387.943             0.079            0.005
  2100         -388.035             0.075            0.004
  2200         -388.449             0.072            0.004
  2300         -388.311             0.069            0.004
  2400         -388.205             0.066            0.004
  2500         -387.938             0.063            0.002
  2600         -389.443             0.061            0.004
  2700         -388.041             0.059            0.004
  2800         -388.567             0.057            0.004
  2900         -389.291             0.055            0.002
  3000         -388.246             0.053            0.003
  3100         -388.876             0.052            0.002
  3200         -388.829             0.050            0.002
  3300         -388.588             0.048            0.002
  3400         -387.855             0.047            0.002
  3500         -388.013             0.046            0.002
  3600         -389.737             0.045            0.002
  3700         -388.273             0.043            0.002
  3800         -388.030             0.042            0.002
  3900         -388.122             0.041            0.002
  4000         -387.615             0.040            0.002
  4100         -388.095             0.039            0.002
  4200         -390.670             0.039            0.002
  4300         -388.045             0.038            0.002
  4400         -387.748             0.037            0.002
  4500         -388.107             0.036            0.002
  4600         -388.252             0.035            0.002
  4700         -388.262             0.035            0.002
  4800         -388.242             0.034            0.002
  4900         -388.017             0.033            0.001
  5000         -388.392             0.033            0.001
  5100         -388.297             0.032            0.001
  5200         -388.194             0.031            0.001
  5300         -387.862             0.031            0.001
  5400         -388.582             0.030            0.001
  5500         -388.087             0.030            0.001
  5600         -388.373             0.029            0.001
  5700         -388.646             0.029            0.001
  5800         -388.139             0.028            0.001
  5900         -389.021             0.028            0.001
  6000         -388.142             0.027            0.001
  6100         -387.757             0.027            0.001
  6200         -388.620             0.027            0.001
  6300         -388.032             0.026            0.001
  6400         -387.899             0.026            0.001
  6500         -387.610             0.025            0.001
  6600         -388.017             0.025            0.001
  6700         -388.163             0.025            0.001
  6800         -387.902             0.024            0.001
  6900         -388.676             0.024            0.001
  7000         -388.082             0.024            0.001
  7100         -388.276             0.023            0.001
  7200         -388.662             0.023            0.001
  7300         -387.864             0.023            0.001
  7400         -387.903             0.022            0.001
  7500         -388.411             0.022            0.001
  7600         -387.991             0.022            0.001
  7700         -388.076             0.022            0.001
  7800         -388.482             0.021            0.001
  7900         -387.930             0.021            0.001
  8000         -388.243             0.021            0.001
  8100         -387.747             0.021            0.001
  8200         -387.909             0.020            0.001
  8300         -388.012             0.020            0.001
  8400         -389.098             0.020            0.001
  8500         -388.111             0.020            0.001
  8600         -388.046             0.019            0.001
  8700         -388.208             0.019            0.001
  8800         -388.567             0.019            0.001
  8900         -388.089             0.019            0.001
  9000         -387.959             0.019            0.001
  9100         -388.269             0.018            0.001
  9200         -388.406             0.018            0.001
  9300         -388.157             0.018            0.001
  9400         -387.822             0.018            0.001
  9500         -388.244             0.018            0.001
  9600         -387.980             0.017            0.001
  9700         -388.096             0.017            0.001
  9800         -387.820             0.017            0.001
  9900         -387.992             0.017            0.001
  10000         -388.043             0.017            0.001
  10100         -388.196             0.017            0.001
  10200         -388.239             0.016            0.001
  10300         -387.948             0.016            0.001
  10400         -387.975             0.016            0.001
  10500         -388.096             0.016            0.001
  10600         -387.848             0.016            0.001
  10700         -388.353             0.016            0.001
  10800         -388.069             0.016            0.001
  10900         -387.903             0.015            0.001
  11000         -388.238             0.015            0.001
  11100         -388.173             0.015            0.001
  11200         -388.055             0.015            0.001
  11300         -387.867             0.015            0.001
  11400         -388.321             0.015            0.001
  11500         -388.032             0.015            0.001
  11600         -388.172             0.015            0.001
  11700         -387.682             0.014            0.001
  11800         -388.005             0.014            0.001
  11900         -388.026             0.014            0.001
  12000         -387.958             0.014            0.001
  12100         -388.243             0.014            0.001
  12200         -387.876             0.014            0.001
  12300         -388.251             0.014            0.001
  12400         -388.065             0.014            0.001
  12500         -387.855             0.014            0.001
  12600         -387.954             0.013            0.001
  12700         -388.174             0.013            0.001
  12800         -388.236             0.013            0.001
  12900         -388.173             0.013            0.001
  13000         -387.827             0.013            0.001
  13100         -388.686             0.013            0.001
  13200         -388.186             0.013            0.001
  13300         -388.092             0.013            0.001
  13400         -388.211             0.013            0.001
  13500         -387.763             0.013            0.001
  13600         -387.610             0.013            0.001
  13700         -388.566             0.012            0.001
  13800         -388.250             0.012            0.001
  13900         -388.493             0.012            0.001
  14000         -388.045             0.012            0.001
  14100         -388.068             0.012            0.001
  14200         -388.125             0.012            0.001
  14300         -387.859             0.012            0.001
  14400         -387.863             0.012            0.001
  14500         -388.251             0.012            0.001
  14600         -388.127             0.012            0.001
  14700         -387.590             0.012            0.001
  14800         -388.043             0.012            0.001
  14900         -388.091             0.011            0.001
  15000         -388.220             0.011            0.001
  15100         -388.625             0.011            0.001
  15200         -388.317             0.011            0.001
  15300         -388.118             0.011            0.001
  15400         -388.069             0.011            0.001
  15500         -388.443             0.011            0.001
  15600         -388.017             0.011            0.001
  15700         -388.037             0.011            0.001
  15800         -387.884             0.011            0.001
  15900         -387.914             0.011            0.001
  16000         -387.594             0.011            0.001
  16100         -388.237             0.011            0.001
  16200         -388.099             0.011            0.001
  16300         -388.016             0.011            0.001
  16400         -387.729             0.010            0.001
  16500         -387.822             0.010            0.001
  16600         -388.068             0.010            0.001
  16700         -387.902             0.010            0.001
  16800         -388.115             0.010            0.001
  16900         -388.094             0.010            0.001
  17000         -387.824             0.010            0.001
  17100         -387.577             0.010            0.001
  17200         -387.783             0.010            0.001
  17300         -388.035             0.010            0.001
  17400         -387.990             0.010            0.001
  17500         -388.043             0.010            0.001
  17600         -388.134             0.010            0.001
